customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02890,Female,0,Yes,No,22,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,32.52,1944.78,Yes
CUST-02891,Male,0,No,No,16,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Electronic check,55.68,1086.07,No
CUST-02892,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,66.31,5439.99,No
CUST-02893,Male,0,No,No,26,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,96.89,5914.11,No
CUST-02894,Male,1,Yes,Yes,65,Yes,No,No,No,No,Two year,Yes,Credit card,19.48,1218.04,No
CUST-02895,Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,110.54,6536.49,No
CUST-02896,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,58.72,2450.86,No
CUST-02897,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,81.11,3213.99,Yes
CUST-02898,Female,0,No,No,13,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer,116.06,8442.79,Yes
CUST-02899,Female,1,Yes,No,10,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Electronic check,106.27,1646.42,Yes
CUST-02900,Female,0,Yes,No,39,Yes,No,Fiber optic,No internet service,Yes,One year,No,Bank transfer,54.22,1019.9,No
CUST-02901,Female,0,Yes,Yes,2,Yes,Yes,No,Yes,No,One year,No,Electronic check,66.45,2295.5,No
CUST-02902,Male,0,Yes,Yes,0,Yes,Yes,No,No,No,One year,No,Mailed check,94.99,7921.57,No
CUST-02903,Female,0,Yes,No,8,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.36,1036.26,No
CUST-02904,Female,0,Yes,No,0,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Electronic check,88.48,5242.44,Yes
CUST-02905,Male,0,No,No,15,Yes,No,No,No,No,One year,Yes,Bank transfer,19.07,6744.93,No
CUST-02906,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,37.9,7841.55,No
CUST-02907,Male,0,No,No,45,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,40.17,4072.66,No
CUST-02908,Female,0,Yes,No,9,Yes,No phone service,No,No,Yes,Month-to-month,No,Mailed check,43.06,3900.13,Yes
CUST-02909,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card,27.62,7037.77,No
CUST-02910,Female,0,No,No,40,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card,98.66,1679.1,Yes
CUST-02911,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Two year,No,Credit card,52.13,3938.02,No
CUST-02912,Female,0,No,No,21,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,95.56,5427.25,Yes
CUST-02913,Female,0,No,Yes,15,Yes,No,No,No,No,Month-to-month,Yes,Credit card,111.15,5956.19,Yes
CUST-02914,Male,0,Yes,No,61,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Bank transfer,49.3,966.68,No
CUST-02915,Male,0,No,No,52,Yes,No,No,Yes,No,One year,Yes,Mailed check,63.38,7373.27,No
CUST-02916,Male,1,Yes,No,13,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,26.75,6958.38,No
CUST-02917,Male,1,No,Yes,58,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Credit card,47.48,2707.21,No
CUST-02918,Female,0,No,No,25,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,72.62,4058.66,No
CUST-02919,Female,0,No,No,43,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Mailed check,36.02,3275.43,No
CUST-02920,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card,71.7,8339.68,Yes
CUST-02921,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,49.29,4971.42,No
CUST-02922,Male,0,Yes,Yes,64,Yes,No phone service,DSL,Yes,Yes,One year,Yes,Mailed check,117.0,2312.08,No
CUST-02923,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,55.57,6345.12,Yes
CUST-02924,Female,1,No,No,46,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,21.91,6987.16,Yes
CUST-02925,Female,0,No,No,9,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,65.3,6177.03,No
CUST-02926,Female,0,Yes,Yes,60,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,51.4,726.43,No
CUST-02927,Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Mailed check,55.0,2458.57,No
CUST-02928,Female,0,No,No,46,Yes,No phone service,No,No,No,Two year,Yes,Mailed check,55.05,3092.19,Yes
CUST-02929,Female,0,No,No,33,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,106.12,1857.53,No
CUST-02930,Female,0,Yes,No,12,No,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,67.83,4100.8,No
CUST-02931,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,43.28,2727.98,No
CUST-02932,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,97.25,327.27,Yes
CUST-02933,Male,0,No,Yes,62,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,62.34,5548.69,No
CUST-02934,Male,0,No,No,46,Yes,No phone service,No,Yes,No internet service,Two year,Yes,Credit card,32.54,3715.88,No
CUST-02935,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,117.85,256.42,No
CUST-02936,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,20.74,7930.85,Yes
CUST-02937,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No internet service,One year,No,Credit card,88.92,5540.09,Yes
CUST-02938,Male,1,Yes,No,65,No,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,102.76,645.21,Yes
CUST-02939,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,53.38,7561.86,Yes
CUST-02940,Male,1,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,33.73,3587.74,No
CUST-02941,Male,1,No,No,67,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,61.66,2050.33,Yes
CUST-02942,Male,0,No,No,42,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer,66.25,408.23,No
CUST-02943,Male,0,No,No,64,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,117.97,6335.58,No
CUST-02944,Female,1,Yes,No,8,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer,19.95,8239.78,No
CUST-02945,Female,0,Yes,No,20,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,83.59,1589.83,Yes
CUST-02946,Male,0,No,Yes,42,No,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,98.44,3554.27,Yes
CUST-02947,Female,1,Yes,Yes,65,Yes,Yes,DSL,No,No,One year,Yes,Credit card,79.79,2032.56,No
CUST-02948,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,80.99,4873.69,No
CUST-02949,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,Two year,Yes,Credit card,105.53,7408.34,Yes
CUST-02950,Female,0,No,No,57,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,74.52,1126.58,No
CUST-02951,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,106.16,2547.42,No
CUST-02952,Female,0,No,No,19,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,39.02,1414.64,Yes
CUST-02953,Female,0,No,No,34,Yes,Yes,No,No,Yes,Two year,No,Mailed check,69.61,1957.62,No
CUST-02954,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,21.36,1120.06,Yes
CUST-02955,Male,0,Yes,No,44,Yes,Yes,No,No,No internet service,Two year,No,Credit card,98.35,5400.94,No
CUST-02956,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card,95.73,386.97,No
CUST-02957,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,71.9,6201.22,Yes
CUST-02958,Male,0,No,No,47,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,57.58,1223.5,No
CUST-02959,Male,0,No,Yes,29,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Mailed check,55.01,2279.96,No
CUST-02960,Male,0,No,No,28,No,No,No,No,No,Two year,Yes,Mailed check,38.11,2946.67,No
CUST-02961,Male,0,Yes,Yes,35,Yes,Yes,DSL,No internet service,No,One year,No,Electronic check,60.79,3250.09,No
CUST-02962,Female,1,No,No,41,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,48.39,1484.74,Yes
CUST-02963,Female,0,Yes,Yes,28,No,No,No,No internet service,No,Month-to-month,No,Mailed check,75.77,4164.11,Yes
CUST-02964,Female,0,Yes,No,6,Yes,No,DSL,No,No,Two year,Yes,Electronic check,96.65,7607.4,Yes
CUST-02965,Male,0,No,No,31,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,87.41,3908.91,No
CUST-02966,Male,0,Yes,No,12,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,69.4,254.25,Yes
CUST-02967,Male,0,Yes,No,12,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,112.86,3100.37,No
CUST-02968,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,37.73,3437.45,No
CUST-02969,Male,0,No,No,13,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,82.0,2421.34,Yes
CUST-02970,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,26.8,2528.44,No
CUST-02971,Female,0,No,No,15,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,85.3,1705.29,Yes
CUST-02972,Male,0,Yes,No,40,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer,90.53,8132.53,Yes
CUST-02973,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,Two year,No,Electronic check,96.26,4508.75,No
CUST-02974,Male,1,Yes,No,15,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,84.38,4570.8,No
CUST-02975,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Mailed check,30.26,3627.97,No
CUST-02976,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Two year,Yes,Credit card,22.43,5250.71,No
CUST-02977,Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer,89.43,3608.15,No
CUST-02978,Male,1,No,Yes,64,Yes,No,DSL,No,No,One year,No,Credit card,97.82,5861.8,No
CUST-02979,Male,0,No,No,9,No,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,21.26,766.22,No
CUST-02980,Male,1,No,Yes,58,Yes,No,No,No,Yes,One year,Yes,Electronic check,32.99,269.75,No
CUST-02981,Female,1,No,No,34,No,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,97.03,4788.5,Yes
CUST-02982,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Mailed check,114.78,6244.6,No
CUST-02983,Male,0,No,Yes,10,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Bank transfer,70.05,5692.58,No
CUST-02984,Female,0,No,No,8,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.33,3399.29,No
CUST-02985,Female,0,Yes,Yes,65,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,50.13,45.28,Yes
CUST-02986,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,96.14,1042.7,Yes
CUST-02987,Male,0,No,No,15,Yes,Yes,DSL,Yes,No internet service,Two year,Yes,Mailed check,72.32,3343.2,No
CUST-02988,Male,1,No,No,47,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Credit card,23.78,5653.07,Yes
CUST-02989,Female,0,No,No,52,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.84,2664.77,No
CUST-02990,Female,1,Yes,No,64,Yes,Yes,DSL,No,No internet service,One year,No,Bank transfer,93.28,4527.03,No
CUST-02991,Female,0,Yes,Yes,47,No,No,DSL,No,No,Month-to-month,Yes,Mailed check,50.58,1506.8,No
CUST-02992,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,61.23,1456.25,Yes
CUST-02993,Female,1,No,Yes,45,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,108.5,6318.21,No
CUST-02994,Female,0,Yes,No,32,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,116.46,3736.47,Yes
CUST-02995,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,Yes,One year,No,Mailed check,93.72,8067.72,No
CUST-02996,Male,0,No,No,54,Yes,No,No,No,Yes,One year,No,Electronic check,42.01,1810.26,No
CUST-02997,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,Two year,No,Mailed check,42.31,3815.92,No
CUST-02998,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,One year,Yes,Bank transfer,48.43,1615.05,No
CUST-02999,Female,0,No,Yes,24,No,Yes,No,Yes,Yes,One year,No,Electronic check,34.06,2189.01,No
CUST-03000,Female,0,No,No,62,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,35.88,5446.97,No
CUST-03001,Female,1,No,Yes,21,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Mailed check,43.6,7733.48,No
CUST-03002,Female,0,Yes,No,37,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.99,1107.31,No
CUST-03003,Female,1,Yes,No,8,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,79.25,1117.14,Yes
CUST-03004,Male,0,No,No,36,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.09,8096.8,Yes
CUST-03005,Male,0,Yes,No,4,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Bank transfer,37.67,6263.09,No
CUST-03006,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,80.4,2671.37,Yes
CUST-03007,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,31.09,3469.61,No
CUST-03008,Female,1,Yes,No,59,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,32.62,6709.43,No
CUST-03009,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,56.34,5945.4,No
CUST-03010,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,74.74,5187.91,No
CUST-03011,Female,0,No,No,5,Yes,Yes,DSL,No internet service,No,Two year,No,Credit card,90.83,7352.54,No
CUST-03012,Male,0,Yes,No,26,Yes,No phone service,No,No,No,Two year,Yes,Mailed check,86.7,2667.85,No
CUST-03013,Male,1,No,Yes,54,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,55.85,1809.87,Yes
CUST-03014,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,83.47,3493.79,No
CUST-03015,Female,0,No,Yes,63,No,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,39.13,81.35,No
CUST-03016,Male,0,No,No,16,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,67.37,4320.8,Yes
CUST-03017,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,79.53,3115.9,Yes
CUST-03018,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,92.44,1137.04,Yes
CUST-03019,Male,1,No,No,62,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,25.96,7443.87,No
CUST-03020,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,28.11,1667.03,Yes
CUST-03021,Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Bank transfer,25.39,6005.99,No
CUST-03022,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,72.65,6003.94,Yes
CUST-03023,Female,1,Yes,Yes,23,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,75.01,379.25,Yes
CUST-03024,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,19.1,3645.25,Yes
CUST-03025,Male,0,No,No,2,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,83.67,4058.62,Yes
CUST-03026,Male,0,No,No,32,Yes,No,Fiber optic,No,No internet service,One year,Yes,Electronic check,94.33,6952.23,No
CUST-03027,Male,0,No,Yes,42,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.66,5314.52,No
CUST-03028,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,51.73,555.11,Yes
CUST-03029,Male,0,Yes,No,31,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,3824.47,Yes
CUST-03030,Male,0,Yes,No,19,Yes,No phone service,DSL,No,No,Month-to-month,No,Bank transfer,86.72,2569.85,No
CUST-03031,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,One year,Yes,Mailed check,48.46,1467.98,No
CUST-03032,Male,0,No,No,67,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,92.22,2359.4,Yes
CUST-03033,Male,0,Yes,Yes,16,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Mailed check,106.73,7144.76,No
CUST-03034,Female,0,Yes,No,18,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,48.93,5276.82,No
CUST-03035,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,86.43,3711.26,No
CUST-03036,Male,0,No,No,16,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,27.34,6129.17,Yes
CUST-03037,Female,0,Yes,No,63,Yes,Yes,No,Yes,No,One year,No,Electronic check,23.87,8230.46,No
CUST-03038,Male,1,No,Yes,21,No,No,DSL,No,No internet service,Two year,Yes,Electronic check,76.63,7882.22,No
CUST-03039,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,67.24,839.53,Yes
CUST-03040,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,99.01,2836.39,No
CUST-03041,Female,0,No,No,44,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,96.03,2673.95,Yes
CUST-03042,Male,0,No,No,10,Yes,No,Fiber optic,No,No,One year,No,Credit card,46.67,4715.73,No
CUST-03043,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,69.23,784.89,No
CUST-03044,Female,0,Yes,No,59,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,93.58,7836.02,No
CUST-03045,Male,0,No,No,28,No,Yes,DSL,No,No,Month-to-month,No,Bank transfer,45.1,6655.4,Yes
CUST-03046,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,Month-to-month,No,Mailed check,54.2,1059.32,No
CUST-03047,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,23.99,2174.71,Yes
CUST-03048,Male,0,No,Yes,24,Yes,No,No,No,No,One year,Yes,Bank transfer,31.05,1231.47,No
CUST-03049,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,79.02,4069.48,Yes
CUST-03050,Female,0,No,No,11,Yes,No,DSL,No,Yes,Two year,No,Electronic check,67.68,7568.01,Yes
CUST-03051,Male,0,No,No,27,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,34.86,5485.73,No
CUST-03052,Female,0,No,No,5,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card,18.73,5154.08,No
CUST-03053,Female,1,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,34.9,649.84,No
CUST-03054,Male,0,Yes,Yes,11,No,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,92.96,7705.19,Yes
CUST-03055,Male,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No,Yes,Two year,Yes,Mailed check,27.37,2399.38,No
CUST-03056,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,58.24,7652.94,Yes
CUST-03057,Female,1,No,No,2,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,41.88,3869.06,Yes
CUST-03058,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Bank transfer,72.94,4503.11,No
CUST-03059,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,69.16,5149.61,No
CUST-03060,Female,1,No,No,44,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer,116.3,2465.14,No
CUST-03061,Female,1,No,No,71,No,No,Fiber optic,Yes,No,One year,Yes,Mailed check,95.29,7105.18,No
CUST-03062,Female,0,No,Yes,0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,111.83,8146.72,Yes
CUST-03063,Female,0,Yes,No,2,Yes,No,DSL,No,No,Two year,No,Electronic check,75.8,2422.63,No
CUST-03064,Female,0,No,No,64,Yes,Yes,No,No,No,One year,Yes,Mailed check,91.78,19.19,No
CUST-03065,Female,0,Yes,Yes,14,Yes,Yes,No,No,No,Two year,No,Credit card,107.51,4476.25,No
CUST-03066,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,22.11,5046.55,No
CUST-03067,Male,0,Yes,No,19,Yes,No phone service,DSL,Yes,No internet service,Two year,No,Mailed check,109.55,556.53,No
CUST-03068,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,39.18,5725.5,Yes
CUST-03069,Female,0,No,Yes,60,No,No,DSL,No internet service,No,Month-to-month,Yes,Mailed check,88.5,2495.31,Yes
CUST-03070,Male,0,No,No,14,Yes,No,DSL,No,No,Two year,Yes,Bank transfer,95.33,8149.41,No
CUST-03071,Female,0,No,Yes,58,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,28.93,6645.96,No
CUST-03072,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Bank transfer,113.31,633.64,Yes
CUST-03073,Male,0,Yes,No,59,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,110.66,8112.96,No
CUST-03074,Male,1,Yes,No,36,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,83.46,1945.35,No
CUST-03075,Female,0,No,No,20,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,33.53,6789.41,No
CUST-03076,Female,0,Yes,No,22,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,74.61,5474.3,No
CUST-03077,Male,1,Yes,No,17,No,No,Fiber optic,Yes,Yes,Two year,No,Bank transfer,52.41,4566.89,Yes
CUST-03078,Male,0,No,No,16,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.08,7928.85,Yes
CUST-03079,Male,0,Yes,No,30,Yes,No phone service,No,No,No,Month-to-month,No,Mailed check,58.67,5157.03,Yes
CUST-03080,Male,1,Yes,No,63,Yes,Yes,DSL,No,No,One year,Yes,Electronic check,87.37,7301.69,No
CUST-03081,Male,0,Yes,Yes,47,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Electronic check,81.7,7038.54,No
CUST-03082,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,45.1,5719.39,No
CUST-03083,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,One year,Yes,Electronic check,71.55,4177.29,No
CUST-03084,Female,0,No,No,44,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,59.0,850.56,No
CUST-03085,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,55.46,1324.18,Yes
CUST-03086,Female,1,Yes,No,63,No,No,Fiber optic,No,Yes,One year,Yes,Mailed check,104.4,4537.28,No
CUST-03087,Female,0,No,No,34,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card,31.98,2835.77,No
CUST-03088,Female,0,Yes,Yes,26,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,Yes,Credit card,59.04,1780.96,Yes
CUST-03089,Female,0,No,No,67,Yes,No,No,No,Yes,One year,Yes,Bank transfer,18.68,8220.83,No
CUST-03090,Female,0,No,No,16,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,44.19,7300.74,No
CUST-03091,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,80.17,3667.67,Yes
CUST-03092,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.75,7406.58,No
CUST-03093,Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,45.12,522.35,No
CUST-03094,Male,0,Yes,No,57,Yes,No,No,No internet service,No,Two year,No,Bank transfer,106.02,859.65,No
CUST-03095,Female,0,No,Yes,56,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Credit card,87.18,8059.26,Yes
CUST-03096,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No internet service,One year,No,Mailed check,25.03,5860.39,Yes
CUST-03097,Male,0,Yes,Yes,71,Yes,No phone service,DSL,Yes,No,Two year,Yes,Mailed check,117.24,6500.89,No
CUST-03098,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,112.51,7082.58,Yes
CUST-03099,Male,0,Yes,No,15,Yes,Yes,No,No,No,One year,No,Credit card,32.17,469.44,No
CUST-03100,Male,0,No,Yes,25,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,110.19,6106.53,No
CUST-03101,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer,72.99,3044.38,Yes
CUST-03102,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Two year,No,Bank transfer,110.94,6956.28,No
CUST-03103,Female,1,Yes,No,69,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer,114.81,3306.38,No
CUST-03104,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,87.36,6528.9,No
CUST-03105,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,47.13,7662.75,Yes
